cmd_storage_time_s,cmd_sim_time,linear_x,angular_z,encounter_id,center_distance,clock_bracket_gap_s
1788523995.831653,17.607163396383957,0.2,0.04210526315789473,1,4.6071354495292525,0.007424116134643555
1788523995.9303768,17.659802390527258,0.2,0.0,1,4.658432780947615,0.004268646240234375
1788523996.0437036,17.738945315872787,0.2,0.0,1,4.730296529776967,0.0049703121185302734
1788523996.132523,17.798991981451067,0.2,0.0,1,4.780647991040903,0.0024678707122802734
1788523996.2293005,17.862849244258324,0.2,0.0,1,4.831779482623978,0.007287502288818359
1788523996.3329523,17.93805166330645,0.2,0.0,1,4.891941466596298,0.000946044921875
1788523996.4299195,17.982955058043117,0.2,0.0,1,4.9278642116157325,0.0028753280639648438
1788523996.529293,18.032364110589462,0.2,0.0,1,4.902663264782537,0.0050275325775146484
1788523996.6339784,18.07544220115721,0.2,0.0,1,4.850969584402051,0.0019366741180419922
1788523996.7372813,18.12621721190687,0.2,0.0,1,4.790039605009053,0.0016179084777832031
1788523996.8382053,18.17255634893324,0.2,0.0,1,4.73443267130281,0.005542755126953125
1788523996.9384027,18.20099657003102,0.2,0.0,1,4.700304424914145,0.007993698120117188
1788523997.0312216,18.25992523197716,0.2,0.0,1,4.629590069977762,0.0013360977172851562
1788523997.136371,18.30575420875421,0.2,0.0,1,4.5745953286581935,7.081031799316406e-05
1788523997.2286637,18.377402631091346,0.2,0.0,1,4.488617270342244,0.0012867450714111328
1788523997.3289366,18.43740103224668,0.2,0.0,1,4.4166192298712685,0.00540471076965332
1788523997.435511,18.509979963570128,0.2,0.0,1,4.3295245621779115,0.0010471343994140625
1788523997.5367465,18.577309660047124,0.2,0.0,1,4.248728973105664,0.0014166831970214844
1788523997.6317594,18.61795030549898,0.2,0.0,1,4.19996022695474,0.0029265880584716797
1788523997.7361522,18.670967674931845,0.2,0.0,1,4.1363394209131,0.007346153259277344
1788523997.8347685,18.719975029585797,0.2,0.0,1,4.077530630038642,0.002014636993408203
1788523997.937446,18.771696824294462,0.2,0.0,1,4.015464513295764,0.0037763118743896484
1788523998.0303257,18.805007393073335,0.2,0.0,1,3.975491854686164,0.004805088043212891
1788523998.1350346,18.844546945252578,0.2,0.0,1,3.928044420634027,0.0009014606475830078
1788523998.2321863,18.89029863587732,0.2,0.0,1,3.873142425165231,0.00534820556640625
1788523998.334376,18.946459746751998,0.2,0.0,1,3.8057491333215165,0.008680105209350586
1788523998.4349897,19.001726396029074,0.2,0.0,1,3.7394291951375545,0.00672459602355957
1788523998.5379696,19.042203969621546,0.2,-0.04210526315789474,1,3.6908561367497232,0.003735780715942383
1788523998.6287384,19.102987858592822,0.2,-0.04210526315789474,1,3.6179154877528465,0.006224870681762695
1788523998.731214,19.16499877876209,0.2,-0.04210526315789474,1,3.5435023967084227,0.012299299240112305
1788523998.8325832,19.225998104465038,0.2,-0.04210526315789474,1,3.4703032952099413,0.005660057067871094
1788523998.9350967,19.29404476333262,0.2,-0.04210526315789474,1,3.3886475935536606,0.0011131763458251953
1788523999.0374393,19.38592551417454,0.2,-0.04210526315789474,1,3.27839159691151,0.0017156600952148438
1788523999.1287389,19.434611003935487,0.2,-0.04210526315789474,1,3.219969815235638,0.0030896663665771484
1788523999.2306113,19.494060299869624,0.2,-0.04210526315789474,1,3.1486320328725665,0.0021944046020507812
1788523999.3344452,19.551735190127513,0.2,-0.04210526315789474,1,3.079423975931403,0.010452032089233398
1788523999.438964,19.616769227522163,0.17777777777777778,-0.04210526315789474,1,3.001441712293057,0.005648136138916016
1788523999.532125,19.650905590841372,0.2,0.0,1,2.9611575661360487,0.006081104278564453
1788523999.6285865,19.69246379268588,0.2,-0.04210526315789474,1,2.911569745885586,0.0009844303131103516
1788523999.7301705,19.740991034818265,0.2,-0.04210526315789474,1,2.8533399065316196,0.003430604934692383
1788523999.832395,19.794176700717237,0.2,0.0,1,2.7895208375160006,0.001096963882446289
1788523999.9360085,19.859585597381344,0.2,0.0,1,2.7110351889291735,0.0021851062774658203
1788524000.0335758,19.90340052842744,0.2,0.0,1,2.658460677518699,0.002436399459838867
1788524000.130523,19.973643866689933,0.2,0.0,1,2.574174191853567,0.0013663768768310547
1788524000.2326393,20.041056257955027,0.2,0.0,1,2.4932846957460684,0.005619525909423828
1788524000.3315127,20.107273297614142,0.2,0.0,1,2.413829605717792,0.00520634651184082
1788524000.4347234,20.15427388764045,0.2,0.0,1,2.357432752623687,0.005304813385009766
1788524000.5312614,20.211430515063167,0.2,0.0,1,2.288849551208972,0.0009813308715820312
1788524000.632869,20.27708232196751,0.2,0.0,1,2.2100729346577586,0.003712892532348633
1788524000.7332735,20.342332471492973,0.2,0.0,1,2.131778383151439,0.0035963058471679688
1788524000.8282526,20.39530668003509,0.2,0.0,1,2.0682139913932684,0.0019023418426513672
1788524000.9319205,20.454089467748233,0.2,0.0,1,1.9976799191603802,0.01099252700805664
1788524001.0290866,20.512057783018868,0.2,0.0,1,1.9281232589494082,0.000606536865234375
1788524001.1297429,20.55508914728682,0.2,0.0,1,1.876489653226259,0.00018453598022460938
1788524001.2292273,20.59907252075142,0.2,0.0,1,1.8237138063219458,0.0005457401275634766
1788524001.3407552,20.652409393579074,0.2,0.0,1,1.7597147734956458,0.0020051002502441406
1788524001.4334714,20.6878627796325,0.2,0.0,1,1.7171742558328753,0.009069681167602539
1788524001.5300794,20.73675999711101,0.2,0.0,1,1.658502599400439,0.009903192520141602
1788524001.6324222,20.79799261660364,0.2,0.0,1,1.5850299308187288,0.0013239383697509766
1788524001.7308373,20.86099542713568,0.2,0.0,1,1.5094334945079704,0.004744529724121094
1788524001.832959,20.937015650936686,0.2,0.0,1,1.4182180286118793,0.003016233444213867
1788524001.9309733,21.00330164092664,0.2,0.0,1,1.3386829739052688,0.0004940032958984375
1788524002.0301976,21.061466341552347,0.2,0.0,1,1.2688928878394743,0.005231142044067383
1788524002.1290705,21.102441152828156,0.2,0.0,1,1.2197287089694075,0.012160539627075195
1788524002.236096,21.16398951163553,0.2,0.0,1,1.145879576984382,0.0029096603393554688
1788524002.3444335,21.201419087649896,0.2,0.0,1,1.1009698321153305,0.003857135772705078
1788524002.4334111,21.239177534613667,0.2,0.0,1,1.0556657890574919,0.005338191986083984
1788524002.5319395,21.287786069232713,0.2,0.0,1,0.9973438954395039,0.005661487579345703
1788524002.629762,21.34490845688646,0.2,0.0,1,0.9288076992585872,0.0048885345458984375
1788524002.7314503,21.38915948317736,0.2,0.0,1,0.8757155017296986,0.0073626041412353516
1788524002.8334553,21.422841064058858,0.2,0.0,1,0.8353050182063497,0.005314826965332031
1788524002.935884,21.461012776637006,0.2,0.0,1,0.7895080254485969,0.0010449886322021484
1788524003.0380824,21.522995398100804,0.2,0.0,1,0.7151454255533943,0.0032639503479003906
1788524003.1422522,21.577027315541603,0.2,0.0,1,0.6503239223583507,0.0015187263488769531
1788524003.2321012,21.621991076740034,0.2,0.0,1,0.596383619401168,0.0016031265258789062
1788524003.3388216,21.67707821269772,0.2,0.0,1,0.5303026432712676,0.003270864486694336
1788524003.4307714,21.719667438782263,0.2,0.0,1,0.4792176249648411,0.004323005676269531
1788524003.5337198,21.785076918109016,0.2,0.0,1,0.4007697655148555,0.0036916732788085938
1788524003.6359875,21.853052341434502,0.2,0.0,1,0.31926504598432476,0.004022121429443359
1788524003.733833,21.909445749505757,0.2,0.0,1,0.25167782741292494,0.006150484085083008
1788524003.834968,21.975480484848486,0.17777777777777778,0.0,1,0.17265082831307973,0.0019669532775878906
1788524003.9373393,22.022625820344544,0.2,0.0,1,0.11728206703826931,0.0023250579833984375
1788524004.0297298,22.073458373632914,0.2,0.0,1,0.05744613861663669,0.006409168243408203
1788524004.1327693,22.134971241570806,0.2,0.0,1,0.02277576541249435,0.006010532379150391
1788524004.2363195,22.212895833333334,0.2,0.0,1,0.11242872214759628,0.00011444091796875
1788524004.3458297,22.257007311169293,0.2,0.0,1,0.16508462543164118,0.00482630729675293
1788524004.4373822,22.29285044122773,0.2,0.0,1,0.20797349144717012,0.012995481491088867
1788524004.5350688,22.33807366684992,0.2,0.0,1,0.2621427394759244,0.005204200744628906
1788524004.6351721,22.393212579771806,0.2,0.0,1,0.3282320244404976,0.004931449890136719
1788524004.7340004,22.43990492796416,0.2,0.0,1,0.3842172112548399,0.009366512298583984
1788524004.833426,22.503378541289933,0.2,0.0,1,0.460340199533078,0.0015821456909179688
1788524004.935125,22.572247831586555,0.2,0.0,1,0.5429472910128545,0.0052776336669921875
1788524005.0325868,22.625259359466433,0.2,0.0,1,0.6065392730508107,0.007578372955322266
1788524005.135315,22.68824084121036,0.2,0.0,1,0.6820955945973177,0.004262685775756836
1788524005.2293696,22.740060206185564,0.2,0.0,1,0.7442638546285291,0.005781650543212891
1788524005.3381777,22.797982417924384,0.2,0.0,1,0.8137558979427498,0.0015323162078857422
1788524005.4363878,22.851495122453887,0.2,0.0,1,0.8779591981585717,0.013882160186767578
1788524005.5337296,22.909581466087285,0.2,0.0,1,0.9476511704713578,0.012619495391845703
1788524005.633463,22.97466378030678,0.2,0.0,1,1.0257382065151,0.0019273757934570312
1788524005.7303228,23.02988947153761,0.2,0.0,1,1.0919999400744675,0.004091978073120117
1788524005.8346133,23.080999133347778,0.2,0.0,1,1.1533236989399327,0.014305353164672852
1788524005.9392924,23.14404513604695,0.2,0.0,1,1.228969881008741,0.01194310188293457
1788524006.044306,23.214772277227723,0.2,0.0,1,1.3138330338656736,4.8160552978515625e-05
1788524006.1404455,23.260075102233408,0.2,0.0,1,1.3681907218431733,0.0030317306518554688
1788524006.230954,23.300224021042492,0.2,0.0,1,1.416364557715527,0.0064356327056884766
1788524006.3338094,23.352996235351267,0.2,0.0,1,1.4796850548990947,0.003926515579223633
1788524006.4523573,23.44286153846154,0.2,0.0,1,1.5875134624600689,4.649162292480469e-05
1788524006.5322816,23.473509433962263,0.2,0.0,1,1.6242876756572806,1.2636184692382812e-05
1788524006.6433027,23.53099733333333,0.2,0.0,1,1.6932671980383436,0.004559755325317383
1788524006.7332535,23.57314337690338,0.2,0.0,1,1.743838204436528,0.0035386085510253906
1788524006.8337364,23.6178726154547,0.2,0.0,1,1.7975088859774349,0.004186868667602539
1788524006.9428675,23.679368695425516,0.2,0.0,1,1.8712982803506717,0.001829385757446289
1788524007.0322497,23.725997916438207,0.2,0.0,1,1.9272489784210656,0.004348278045654297
1788524007.137472,23.769350009695557,0.2,0.0,1,1.9792675058004274,0.0012295246124267578
1788524007.2442222,23.815988201125432,0.2,0.0,1,2.0352291238347244,0.0013134479522705078
1788524007.3291264,23.854326647037173,0.2,0.0,1,2.081231850580957,0.0012955665588378906
1788524007.429128,23.90183891161005,0.2,0.0,1,2.1382424065301255,0.0028564929962158203
1788524007.5425794,23.9437024122807,0.2,0.0,1,2.1884749937751433,0.00217437744140625
1788524007.6384814,24.00002496187495,0.2,0.0,1,2.2531646267541525,0.002970457077026367
1788524007.7329352,24.034926727835106,0.2,0.0,1,2.228087022639218,0.009172677993774414
1788524007.8305602,24.083000952453517,0.2,0.0,1,2.1896293275976193,0.0062580108642578125
1788524007.935544,24.12634963649616,0.2,0.0,1,2.1549520870276644,0.012757062911987305
1788524008.0344899,24.13942913464873,0.2,0.0,1,2.14448903975401,0.013062238693237305
1788524008.1438487,24.162701966717094,0.2,-0.12631578947368421,1,2.1258717924507406,0.0012607574462890625
1788524008.2322624,24.210008192524324,0.2,-0.12631578947368421,1,2.0880286316542302,0.002328157424926758
1788524008.3313005,24.240001808015883,0.2,-0.12631578947368421,1,2.0640344876722896,0.022813081741333008
1788524008.433325,24.257472803887698,0.17777777777777778,-0.12631578947368421,1,2.0500190988884843,0.01476740837097168
1788524008.5423954,24.27227575667948,0.17777777777777778,-0.12631578947368421,1,2.0378984898991064,0.007254838943481445
1788524008.6293755,24.310705381080044,0.2,-0.12631578947368421,1,2.006315777738762,0.0049800872802734375
1788524008.7340248,24.358265883317394,0.2,-0.12631578947368421,1,1.9679639051126592,0.001744985580444336
1788524008.8370855,24.415990013999068,0.2,-0.12631578947368421,1,1.9217801467849622,0.002554655075073242
1788524008.9309137,24.45975746426202,0.2,-0.04210526315789474,1,1.8867609862921124,0.003952741622924805
1788524009.0394292,24.513366917175514,0.2,-0.04210526315789474,1,1.8438657469942321,0.006091117858886719
1788524009.1297383,24.551027581156944,0.2,-0.04210526315789474,1,1.8137316967877022,0.001953601837158203
1788524009.2300062,24.61228397244631,0.2,-0.04210526315789474,1,1.7647174509912076,0.006472349166870117
1788524009.3341486,24.654218696868316,0.2,0.0,1,1.731163369639697,0.008694171905517578
1788524009.4362564,24.69247575159979,0.2,0.0,1,1.7005523186040736,0.0059239864349365234
1788524009.5329983,24.731166202743054,0.2,0.0,1,1.669595212034705,0.0047109127044677734
1788524009.63369,24.782003519249226,0.2,0.0,1,1.6289203224163222,0.0022356510162353516
1788524009.7362473,24.839016826923075,0.2,0.0,1,1.583305768030285,0.00079345703125
1788524009.835129,24.891345346296355,0.2,0.0,1,1.541441119159604,0.007528543472290039
1788524009.9396229,24.934421339050132,0.2,0.0,1,1.506980177309879,0.00289154052734375
1788524010.0311515,24.9739172186414,0.2,0.0,1,1.4753844977716086,0.008026838302612305
1788524010.130985,25.019002945368168,0.2,0.0,1,1.4393185375011353,0.0025093555450439453
1788524010.2384539,25.083387141339,0.2,0.0,1,1.3878178379127923,0.002243518829345703
1788524010.3296387,25.13663375553182,0.2,0.0,2,1.3452288924064806,0.001562356948852539
1788524010.429691,25.189199922995478,0.2,0.0,2,1.3031869833659844,0.012384653091430664
1788524010.529204,25.23249543613148,0.2,0.0,2,1.2685619274844218,0.00929880142211914
1788524010.63098,25.300581967213112,0.2,0.0,2,1.2141151628432731,2.9087066650390625e-05
1788524010.7350872,25.363373268698062,0.2,0.0,2,1.1639084211783273,0.0024099349975585938
1788524010.8382185,25.405765794200217,0.2,0.0,2,1.1300155590367063,0.013672590255737305
1788524010.9348984,25.44508328362825,0.2,0.0,2,1.0985839002832438,0.01079249382019043
1788524011.03868,25.489150848405743,0.2,0.0,2,1.0633582712326761,0.007671833038330078
1788524011.1346195,25.538031357001262,0.2,0.0,2,1.024290018093161,0.0013229846954345703
1788524011.2382786,25.58638580990629,0.2,0.0,2,0.9856475570400974,0.008014440536499023
1788524011.328301,25.61978796161675,0.2,0.0,2,0.9589576645325049,0.004099607467651367
1788524011.4341066,25.660385365036838,0.2,0.0,2,0.9265226070539785,0.007119178771972656
1788524011.53076,25.70726507736028,0.2,0.0,2,0.8890746615402545,0.0015101432800292969
