episode_id,candidate_id,robot_v,robot_w,lidar_front_min,lidar_left_min,lidar_right_min,traj_v,traj_w,traj_duration,traj_length,traj_max_abs_w,traj_curvature,traj_end_x_rel,traj_end_y_rel,traj_end_yaw_rel,scenario_family,obs_rel_x0,obs_rel_y0,obs_speed,obs_heading_rel,obs_world_x0,obs_world_y0
4,C0,8.881784197001252e-13,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,cross_left_to_right,0.6651792201869959,-0.8643202204594693,0.3313706905056669,1.5707963267948966,-12.334820779813004,-0.8643202204594693
4,C1,9.325873406851315e-13,-5.551115123125783e-13,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,cross_left_to_right,0.6651792201869959,-0.8643202204594693,0.3313706905056669,1.5707963267948966,-12.334820779813004,-0.8643202204594693
4,C2,8.881784197001252e-13,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,cross_left_to_right,0.6651792201869959,-0.8643202204594693,0.3313706905056669,1.5707963267948966,-12.334820779813004,-0.8643202204594693
4,C3,9.325873406851315e-13,-5.551115123125783e-13,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,cross_left_to_right,0.6651792201869959,-0.8643202204594693,0.3313706905056669,1.5707963267948966,-12.334820779813004,-0.8643202204594693
4,C4,9.769962616701378e-13,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,cross_left_to_right,0.6651792201869959,-0.8643202204594693,0.3313706905056669,1.5707963267948966,-12.334820779813004,-0.8643202204594693
5,C0,9.769962616701378e-13,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,cross_right_to_left,0.7063229921895928,0.922582608400809,0.2689580086076474,-1.5707963267948966,-12.293677007810407,0.922582608400809
5,C1,9.769962616701378e-13,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,cross_right_to_left,0.7063229921895928,0.922582608400809,0.2689580086076474,-1.5707963267948966,-12.293677007810407,0.922582608400809
5,C2,9.769962616701378e-13,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,cross_right_to_left,0.7063229921895928,0.922582608400809,0.2689580086076474,-1.5707963267948966,-12.293677007810407,0.922582608400809
5,C3,9.769962616701378e-13,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,cross_right_to_left,0.7063229921895928,0.922582608400809,0.2689580086076474,-1.5707963267948966,-12.293677007810407,0.922582608400809
5,C4,9.325873406851315e-13,-5.551115123125783e-13,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,cross_right_to_left,0.7063229921895928,0.922582608400809,0.2689580086076474,-1.5707963267948966,-12.293677007810407,0.922582608400809
6,C0,9.325873406851315e-13,-5.551115123125783e-13,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,head_on,1.268663047284452,0.04633192621080906,0.4198236296568688,3.141592653589793,-11.731336952715548,0.04633192621080906
6,C1,9.325873406851315e-13,-5.551115123125783e-13,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,head_on,1.268663047284452,0.04633192621080906,0.4198236296568688,3.141592653589793,-11.731336952715548,0.04633192621080906
6,C2,8.881784197001252e-13,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,head_on,1.268663047284452,0.04633192621080906,0.4198236296568688,3.141592653589793,-11.731336952715548,0.04633192621080906
6,C3,9.769962616701378e-13,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,head_on,1.268663047284452,0.04633192621080906,0.4198236296568688,3.141592653589793,-11.731336952715548,0.04633192621080906
6,C4,9.769962616701378e-13,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,head_on,1.268663047284452,0.04633192621080906,0.4198236296568688,3.141592653589793,-11.731336952715548,0.04633192621080906
7,C0,9.769962616701378e-13,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,same_direction_slow,0.5855305903041721,-0.058458812877726966,0.09511918327122522,0.0,-12.414469409695828,-0.058458812877726966
7,C1,9.325873406851315e-13,5.551115123125783e-13,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,same_direction_slow,0.5855305903041721,-0.058458812877726966,0.09511918327122522,0.0,-12.414469409695828,-0.058458812877726966
7,C2,9.325873406851315e-13,5.551115123125783e-13,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,same_direction_slow,0.5855305903041721,-0.058458812877726966,0.09511918327122522,0.0,-12.414469409695828,-0.058458812877726966
7,C3,9.769962616701378e-13,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,same_direction_slow,0.5855305903041721,-0.058458812877726966,0.09511918327122522,0.0,-12.414469409695828,-0.058458812877726966
7,C4,9.769962616701378e-13,1.1102230246251565e-12,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,same_direction_slow,0.5855305903041721,-0.058458812877726966,0.09511918327122522,0.0,-12.414469409695828,-0.058458812877726966
8,C0,9.769962616701378e-13,1.1102230246251565e-12,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,diagonal_cross,0.7320733892179359,0.627444035665694,0.3853180220508466,-1.8320419773947634,-12.267926610782064,0.627444035665694
8,C1,4.440892098500626e-13,-5.551115123125783e-12,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,diagonal_cross,0.7320733892179359,0.627444035665694,0.3853180220508466,-1.8320419773947634,-12.267926610782064,0.627444035665694
8,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,diagonal_cross,0.7320733892179359,0.627444035665694,0.3853180220508466,-1.8320419773947634,-12.267926610782064,0.627444035665694
8,C3,0.0,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,diagonal_cross,0.7320733892179359,0.627444035665694,0.3853180220508466,-1.8320419773947634,-12.267926610782064,0.627444035665694
8,C4,0.0,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,diagonal_cross,0.7320733892179359,0.627444035665694,0.3853180220508466,-1.8320419773947634,-12.267926610782064,0.627444035665694
9,C0,0.0,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,static_center,0.7446951793360501,0.02606462250646166,0.0,0.0,-12.25530482066395,0.02606462250646166
9,C1,0.0,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,static_center,0.7446951793360501,0.02606462250646166,0.0,0.0,-12.25530482066395,0.02606462250646166
9,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,static_center,0.7446951793360501,0.02606462250646166,0.0,0.0,-12.25530482066395,0.02606462250646166
9,C3,0.0,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,static_center,0.7446951793360501,0.02606462250646166,0.0,0.0,-12.25530482066395,0.02606462250646166
9,C4,0.0,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,static_center,0.7446951793360501,0.02606462250646166,0.0,0.0,-12.25530482066395,0.02606462250646166
10,C0,0.0,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,head_on,1.117994250314828,-0.09357256669374188,0.31445142910896934,3.141592653589793,-11.882005749685172,-0.09357256669374188
10,C1,0.0,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,head_on,1.117994250314828,-0.09357256669374188,0.31445142910896934,3.141592653589793,-11.882005749685172,-0.09357256669374188
10,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,head_on,1.117994250314828,-0.09357256669374188,0.31445142910896934,3.141592653589793,-11.882005749685172,-0.09357256669374188
10,C3,0.0,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,head_on,1.117994250314828,-0.09357256669374188,0.31445142910896934,3.141592653589793,-11.882005749685172,-0.09357256669374188
10,C4,0.0,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,head_on,1.117994250314828,-0.09357256669374188,0.31445142910896934,3.141592653589793,-11.882005749685172,-0.09357256669374188
11,C0,0.0,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,safe_far,4.465742496388071,-1.4533368882319277,0.0893000390144047,0.0,-8.53425750361193,-1.4533368882319277
11,C1,0.0,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,safe_far,4.465742496388071,-1.4533368882319277,0.0893000390144047,0.0,-8.53425750361193,-1.4533368882319277
11,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,safe_far,4.465742496388071,-1.4533368882319277,0.0893000390144047,0.0,-8.53425750361193,-1.4533368882319277
11,C3,0.0,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,safe_far,4.465742496388071,-1.4533368882319277,0.0893000390144047,0.0,-8.53425750361193,-1.4533368882319277
11,C4,0.0,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,safe_far,4.465742496388071,-1.4533368882319277,0.0893000390144047,0.0,-8.53425750361193,-1.4533368882319277
12,C0,0.0,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,safe_side,1.040284180600045,-2.144565218112492,0.0891525847076848,0.0,-11.959715819399955,-2.144565218112492
12,C1,0.0,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,safe_side,1.040284180600045,-2.144565218112492,0.0891525847076848,0.0,-11.959715819399955,-2.144565218112492
12,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,safe_side,1.040284180600045,-2.144565218112492,0.0891525847076848,0.0,-11.959715819399955,-2.144565218112492
12,C3,0.0,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,safe_side,1.040284180600045,-2.144565218112492,0.0891525847076848,0.0,-11.959715819399955,-2.144565218112492
12,C4,0.0,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,safe_side,1.040284180600045,-2.144565218112492,0.0891525847076848,0.0,-11.959715819399955,-2.144565218112492
13,C0,0.0,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,static_center,0.5644457557986868,0.050284132523173014,0.0,0.0,-12.435554244201313,0.050284132523173014
13,C1,0.0,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,static_center,0.5644457557986868,0.050284132523173014,0.0,0.0,-12.435554244201313,0.050284132523173014
13,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,static_center,0.5644457557986868,0.050284132523173014,0.0,0.0,-12.435554244201313,0.050284132523173014
13,C3,0.0,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,static_center,0.5644457557986868,0.050284132523173014,0.0,0.0,-12.435554244201313,0.050284132523173014
13,C4,0.0,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,static_center,0.5644457557986868,0.050284132523173014,0.0,0.0,-12.435554244201313,0.050284132523173014
14,C0,0.0,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,cross_left_to_right,0.6151879292301103,-0.8004917068490252,0.4429286846125313,1.5707963267948966,-12.38481207076989,-0.8004917068490252
14,C1,0.0,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,cross_left_to_right,0.6151879292301103,-0.8004917068490252,0.4429286846125313,1.5707963267948966,-12.38481207076989,-0.8004917068490252
14,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,cross_left_to_right,0.6151879292301103,-0.8004917068490252,0.4429286846125313,1.5707963267948966,-12.38481207076989,-0.8004917068490252
14,C3,0.0,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,cross_left_to_right,0.6151879292301103,-0.8004917068490252,0.4429286846125313,1.5707963267948966,-12.38481207076989,-0.8004917068490252
14,C4,0.0,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,cross_left_to_right,0.6151879292301103,-0.8004917068490252,0.4429286846125313,1.5707963267948966,-12.38481207076989,-0.8004917068490252
15,C0,0.0,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,cross_right_to_left,0.6721842196556942,0.6750058192005318,0.3750269521043458,-1.5707963267948966,-12.327815780344306,0.6750058192005318
15,C1,0.0,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,cross_right_to_left,0.6721842196556942,0.6750058192005318,0.3750269521043458,-1.5707963267948966,-12.327815780344306,0.6750058192005318
15,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,cross_right_to_left,0.6721842196556942,0.6750058192005318,0.3750269521043458,-1.5707963267948966,-12.327815780344306,0.6750058192005318
15,C3,0.0,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,cross_right_to_left,0.6721842196556942,0.6750058192005318,0.3750269521043458,-1.5707963267948966,-12.327815780344306,0.6750058192005318
15,C4,0.0,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,cross_right_to_left,0.6721842196556942,0.6750058192005318,0.3750269521043458,-1.5707963267948966,-12.327815780344306,0.6750058192005318
16,C0,0.0,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,head_on,1.5446931003715534,-0.05760595841854291,0.28022021165637745,3.141592653589793,-11.455306899628447,-0.05760595841854291
16,C1,0.0,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,head_on,1.5446931003715534,-0.05760595841854291,0.28022021165637745,3.141592653589793,-11.455306899628447,-0.05760595841854291
16,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,head_on,1.5446931003715534,-0.05760595841854291,0.28022021165637745,3.141592653589793,-11.455306899628447,-0.05760595841854291
16,C3,0.0,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,head_on,1.5446931003715534,-0.05760595841854291,0.28022021165637745,3.141592653589793,-11.455306899628447,-0.05760595841854291
16,C4,0.0,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,head_on,1.5446931003715534,-0.05760595841854291,0.28022021165637745,3.141592653589793,-11.455306899628447,-0.05760595841854291
17,C0,0.0,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,same_direction_slow,0.6040606263717017,-0.06426108654996462,0.15274287053348828,0.0,-12.395939373628298,-0.06426108654996462
17,C1,0.0,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,same_direction_slow,0.6040606263717017,-0.06426108654996462,0.15274287053348828,0.0,-12.395939373628298,-0.06426108654996462
17,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,same_direction_slow,0.6040606263717017,-0.06426108654996462,0.15274287053348828,0.0,-12.395939373628298,-0.06426108654996462
17,C3,0.0,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,same_direction_slow,0.6040606263717017,-0.06426108654996462,0.15274287053348828,0.0,-12.395939373628298,-0.06426108654996462
17,C4,0.0,0.0,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,same_direction_slow,0.6040606263717017,-0.06426108654996462,0.15274287053348828,0.0,-12.395939373628298,-0.06426108654996462
18,C0,0.0,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,diagonal_cross,0.6562840583668734,-0.7042906330797136,0.26097126994618786,1.5847638611178576,-12.343715941633127,-0.7042906330797136
18,C1,0.0,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,diagonal_cross,0.6562840583668734,-0.7042906330797136,0.26097126994618786,1.5847638611178576,-12.343715941633127,-0.7042906330797136
18,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,diagonal_cross,0.6562840583668734,-0.7042906330797136,0.26097126994618786,1.5847638611178576,-12.343715941633127,-0.7042906330797136
18,C3,0.0,0.0,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004,diagonal_cross,0.6562840583668734,-0.7042906330797136,0.26097126994618786,1.5847638611178576,-12.343715941633127,-0.7042906330797136
18,C4,-3.907985046680551e-12,8.881784197001252e-12,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008,diagonal_cross,0.6562840583668734,-0.7042906330797136,0.26097126994618786,1.5847638611178576,-12.343715941633127,-0.7042906330797136
19,C0,0.0,0.0,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008,static_center,0.5949219714653822,-0.0168772353935034,0.0,0.0,-12.405078028534618,-0.0168772353935034
19,C1,0.0,0.0,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004,static_center,0.5949219714653822,-0.0168772353935034,0.0,0.0,-12.405078028534618,-0.0168772353935034
19,C2,0.0,0.0,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0,static_center,0.5949219714653822,-0.0168772353935034,0.0,0.0,-12.405078028534618,-0.0168772353935034
