episode_id,candidate_id,robot_v,robot_w,lidar_front_min,lidar_left_min,lidar_right_min,traj_v,traj_w,traj_duration,traj_length,traj_max_abs_w,traj_curvature,traj_end_x_rel,traj_end_y_rel,traj_end_yaw_rel
1,C0,6.363735712462819e-13,-8.427654604355933e-13,3.5,3.5,3.5,0.3,0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,0.4641873319279901,1.2000000000000008
1,C1,6.300515664747763e-13,-9.020562075079397e-13,3.5,3.5,3.5,0.3,0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,0.2535182072570806,0.6000000000000004
1,C2,6.439293542825908e-13,-7.632783294297951e-13,3.5,3.5,3.5,0.3,0.0,3.0,0.8999999999999999,0.0,0.0,0.9000000000000006,0.0,0.0
1,C3,6.439293542825908e-13,-6.938893903907228e-13,3.5,3.5,3.5,0.3,-0.2,3.0,0.8999999999999999,0.2,0.6666666666666667,0.8495554435570221,-0.2535182072570806,-0.6000000000000004
1,C4,6.439293542825908e-13,-8.326672684688674e-13,3.5,3.5,3.5,0.3,-0.4,3.0,0.8999999999999999,0.4,1.3333333333333335,0.7085007417641406,-0.4641873319279901,-1.2000000000000008
